Client_ID,Client_Name,Bank_Name,Account_Type,Currency,Transaction_Amount,Interest_Rate,Maturity_Date,Email,Phone,Loan_Status,Remarks
,  alpha holdings ,BOFA,Savings,BDT,,12.16,,wrongmail,01712345678, PENDING , follow up 
,MARY INVEST,CITI,loan,,111002,2.54,2025.01.24,wrongmail,01712345678, PENDING , good payer 
74651,john capital,BOFA,Savings,BDT,$41393,,,wrongmail,,,
68578,john capital,BOFA,Savings,,$234626,,10/02/2025,,01712345678,, HIGH RISK 
48162,  alpha holdings ,CITI, investment ,EUR,$192359,,05-05-2026, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
,,CITI,Savings,GBP,,,10/30/2024,,1712345678, PENDING ,
,MARY INVEST,, investment ,,,,17-06-2024,wrongmail,01712345678,, good payer 
96850,,,Savings,GBP,,3.87,,wrongmail,, PENDING , HIGH RISK 
95525,john capital,CITI,loan,USD,15510,,,wrongmail,1712345678,Rejected,
,MARY INVEST,CHASE,loan,GBP,,10.35,10/16/2024,wrongmail,, PENDING ,
17962,beta funds,,Savings,GBP,,3.6,15-11-2025,wrongmail,01712-345678,Rejected, follow up 
62366,  alpha holdings ,BOFA,loan,BDT,$492848,,2024.02.12, CLIENT@BANK.COM ,,, good payer 
,john capital,HSBC,CURRENT,GBP,$441362,2.18,,,01712-345678,approved, follow up 
,  alpha holdings ,HSBC, investment ,,,1.6,11-06-2025,client@mail.com,,, good payer 
,  alpha holdings ,CHASE, investment ,GBP,$56235,,01/09/2025, CLIENT@BANK.COM ,01712345678,,
,  alpha holdings ,CHASE,loan,BDT,$111232,7.98,2026.06.17,,01712-345678,Rejected, good payer 
,  alpha holdings ,WELLS FARGO,loan,USD,313275,,12/29/2024,client@mail.com,1712345678,Rejected, good payer 
,  alpha holdings ,BOFA, investment ,GBP,$439997,,2026.01.13, CLIENT@BANK.COM ,1712345678,Rejected, follow up 
,  alpha holdings ,WELLS FARGO, investment ,EUR,$202652,9.71,08/12/2024, CLIENT@BANK.COM ,1712345678,, follow up 
31541,  alpha holdings ,BOFA, investment ,USD,,4.65,2025.04.28, CLIENT@BANK.COM ,01712-345678, PENDING ,
,,BOFA,CURRENT,EUR,,2.43,03-06-2026,,01712345678,Rejected, good payer 
10251,  alpha holdings ,CITI, investment ,GBP,$102321,2.28,, CLIENT@BANK.COM ,, PENDING , follow up 
37874,john capital,WELLS FARGO,CURRENT,GBP,496543,3.89,18-05-2026,client@mail.com,01712-345678, PENDING , HIGH RISK 
,beta funds,, investment ,BDT,$124834,4.89,02/09/2025,wrongmail,01712345678,Rejected, HIGH RISK 
,  alpha holdings ,CITI,loan,EUR,108501,8.77,12-06-2024,client@mail.com,01712-345678,Rejected, follow up 
20427,  alpha holdings ,CHASE,Savings,BDT,$250753,4.91,,,,approved, HIGH RISK 
,  alpha holdings ,CHASE,Savings,,,,16-02-2024, CLIENT@BANK.COM ,1712345678, PENDING ,
,,, investment ,USD,,8.41,26-09-2024,wrongmail,01712-345678,, follow up 
,,BOFA, investment ,GBP,372978,9.28,2026.04.11,wrongmail,01712345678,, follow up 
,beta funds,WELLS FARGO,Savings,BDT,,10.2,04/06/2025,wrongmail,01712-345678,Rejected,
74831,beta funds,HSBC,loan,BDT,454133,,, CLIENT@BANK.COM ,01712-345678,approved,
,,WELLS FARGO,Savings,BDT,,9.68,10/10/2025, CLIENT@BANK.COM ,01712345678,Rejected, HIGH RISK 
27873,  alpha holdings ,BOFA,CURRENT,EUR,$63289,9.09,, CLIENT@BANK.COM ,,Rejected,
25326,,CITI,loan,BDT,385539,4.54,02/08/2024, CLIENT@BANK.COM ,, PENDING , good payer 
,,WELLS FARGO,Savings,,112569,6.41,,,1712345678, PENDING , HIGH RISK 
60463,MARY INVEST,CHASE,Savings,EUR,,,13-09-2024,client@mail.com,01712345678,,
,beta funds,CITI, investment ,GBP,171287,7.02,2025.11.04,client@mail.com,01712-345678, PENDING , follow up 
18101,john capital,CHASE,CURRENT,BDT,115096,2.32,05/28/2024, CLIENT@BANK.COM ,01712-345678,Rejected, HIGH RISK 
88777,MARY INVEST,,CURRENT,BDT,$106986,,2026.03.07,,01712-345678,Rejected, HIGH RISK 
19526,,CHASE,CURRENT,USD,53762,3.19,14-08-2025,wrongmail,01712-345678,approved, HIGH RISK 
27614,beta funds,BOFA,loan,EUR,$425773,,27-03-2026,,,approved, good payer 
67537,MARY INVEST,CITI,loan,,436500,,07-07-2024,client@mail.com,1712345678,, HIGH RISK 
,MARY INVEST,CITI, investment ,USD,489777,9.57,2025.05.25, CLIENT@BANK.COM ,01712345678,,
,MARY INVEST,BOFA,CURRENT,,$378282,,10/28/2024,wrongmail,1712345678, PENDING , HIGH RISK 
31979,,HSBC,CURRENT,BDT,,3.79,2024.04.07,,1712345678,Rejected, follow up 
78441,beta funds,BOFA, investment ,USD,217384,,2024.05.18,client@mail.com,01712-345678,approved, follow up 
62959,MARY INVEST,,loan,GBP,$132620,,2024.06.29,wrongmail,1712345678,,
,MARY INVEST,BOFA,Savings,BDT,$396504,,04/06/2024,,, PENDING ,
62216,,BOFA, investment ,USD,143134,,,,01712-345678,, follow up 
,beta funds,WELLS FARGO, investment ,EUR,435090,,,client@mail.com,01712345678, PENDING , HIGH RISK 
,,,loan,GBP,,,2024.03.11, CLIENT@BANK.COM ,1712345678,, follow up 
80886,beta funds,CHASE,loan,EUR,$58012,12.25,16-01-2026,,01712345678,approved, good payer 
,,CITI,Savings,,$370696,,22-02-2025,,01712345678,,
14244,beta funds,HSBC,CURRENT,,,8.9,2025.01.11,,01712345678,approved,
,beta funds,HSBC,loan,GBP,,,08-09-2024,wrongmail,01712345678,, HIGH RISK 
,beta funds,,Savings,BDT,$124549,,,client@mail.com,01712345678,, follow up 
,beta funds,BOFA, investment ,EUR,178342,,, CLIENT@BANK.COM ,01712345678,approved, good payer 
73030,  alpha holdings ,BOFA,loan,BDT,$215441,,27-03-2025,wrongmail,,Rejected, HIGH RISK 
,john capital,HSBC, investment ,EUR,$243142,,2024.03.08,,1712345678,approved,
,MARY INVEST,WELLS FARGO,loan,BDT,105711,1.8,2026.05.31,wrongmail,,Rejected,
,,CITI,CURRENT,USD,96771,,01/20/2025,wrongmail,1712345678,approved, good payer 
,beta funds,HSBC,Savings,,278821,6.74,06/04/2026,,1712345678,,
61685,MARY INVEST,CITI,CURRENT,,342610,4.87,10-01-2024,,, PENDING , follow up 
,,CHASE,CURRENT,EUR,$26402,2.97,05/18/2024,,,approved,
12376,beta funds,CITI,CURRENT,EUR,$180369,6.81,2026.01.03,,01712-345678,, follow up 
,MARY INVEST,,loan,,,,,,, PENDING , good payer 
,MARY INVEST,BOFA,loan,EUR,$376398,6.82,10/13/2024, CLIENT@BANK.COM ,01712-345678, PENDING ,
98738,beta funds,CHASE, investment ,EUR,493544,8.59,2026.06.09,,01712-345678, PENDING , HIGH RISK 
48199,MARY INVEST,WELLS FARGO,CURRENT,EUR,10769,,2025.03.26,,01712345678,approved,
17755,beta funds,, investment ,EUR,279530,,19-02-2025,client@mail.com,1712345678, PENDING , HIGH RISK 
47574,beta funds,,CURRENT,USD,$272120,3.32,12/31/2024,wrongmail,,Rejected, HIGH RISK 
56232,MARY INVEST,HSBC,Savings,USD,,5.67,03/21/2025,wrongmail,,Rejected, follow up 
75787,  alpha holdings ,CITI,CURRENT,,,1.99,03/01/2024,wrongmail,,, follow up 
,MARY INVEST,BOFA,Savings,,465048,,2024.10.09,,01712345678,approved, HIGH RISK 
36506,beta funds,CHASE,loan,EUR,373657,,05/15/2025,client@mail.com,, PENDING , good payer 
91525,  alpha holdings ,BOFA,CURRENT,BDT,,3.2,,wrongmail,01712-345678,approved,
48790,beta funds,CITI,Savings,EUR,,2.61,10/01/2024,,1712345678,approved, HIGH RISK 
68963,MARY INVEST,CHASE,Savings,,,8.99,2025.06.29,client@mail.com,01712-345678,Rejected,
95031,  alpha holdings ,CITI, investment ,EUR,,,06/29/2025,,01712345678,, HIGH RISK 
66683,  alpha holdings ,WELLS FARGO, investment ,BDT,,,2025.07.27,,01712345678,, good payer 
74699,beta funds,, investment ,,$81739,4.36,03/16/2024,wrongmail,,Rejected, good payer 
,MARY INVEST,CHASE,loan,GBP,,1.85,2024.08.22, CLIENT@BANK.COM ,, PENDING ,
,,BOFA,CURRENT,USD,$105572,,01/07/2024,,01712345678, PENDING , good payer 
58857,john capital,,Savings,,,,30-09-2025,,,,
,MARY INVEST,CITI, investment ,,$264338,3.63,2024.03.30,wrongmail,01712345678, PENDING , follow up 
,beta funds,,CURRENT,BDT,$125987,12.11,03/12/2026,client@mail.com,01712345678, PENDING , good payer 
72284,  alpha holdings ,, investment ,USD,215380,8.67,17-06-2026, CLIENT@BANK.COM ,,,
,  alpha holdings ,,loan,BDT,,,,wrongmail,1712345678,, good payer 
,,,Savings,BDT,490919,2.81,,client@mail.com,,, follow up 
,beta funds,WELLS FARGO,Savings,EUR,,12.48,2026.05.29,client@mail.com,01712345678,approved, HIGH RISK 
,john capital,BOFA,loan,USD,423010,10.71,13-03-2024,client@mail.com,, PENDING ,
60423,MARY INVEST,HSBC,loan,,370367,7.49,, CLIENT@BANK.COM ,, PENDING , follow up 
91846,,, investment ,EUR,282431,,2024.04.07,wrongmail,1712345678,approved, follow up 
,  alpha holdings ,WELLS FARGO,CURRENT,,$224275,,2024.02.08,,,Rejected,
,beta funds,BOFA, investment ,USD,$208222,,03/23/2026,,01712-345678,approved, good payer 
70560,MARY INVEST,WELLS FARGO, investment ,GBP,,,, CLIENT@BANK.COM ,01712345678, PENDING , HIGH RISK 
,  alpha holdings ,HSBC,CURRENT,EUR,$282162,,01/29/2024,,1712345678,, good payer 
69494,beta funds,CHASE,Savings,USD,22204,,2024.07.05, CLIENT@BANK.COM ,1712345678, PENDING , follow up 
11280,  alpha holdings ,,loan,USD,215049,12.49,,client@mail.com,01712345678, PENDING , good payer 
21485,john capital,CHASE,Savings,EUR,279930,,2025.08.12,client@mail.com,01712345678,, HIGH RISK 
75744,,WELLS FARGO,loan,USD,,,08-06-2025,wrongmail,,,
74316,MARY INVEST,WELLS FARGO,CURRENT,GBP,,11.91,2024.12.12,,,approved,
97222,beta funds,,Savings,,,2.79,2025.06.19, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
46184,beta funds,BOFA, investment ,USD,,,01/09/2025,wrongmail,01712-345678,, HIGH RISK 
15292,  alpha holdings ,HSBC,Savings,GBP,$126107,9.7,04/17/2026, CLIENT@BANK.COM ,01712345678,, follow up 
,  alpha holdings ,BOFA, investment ,GBP,423287,,08/09/2025, CLIENT@BANK.COM ,,approved, HIGH RISK 
,beta funds,WELLS FARGO,loan,,,,03/07/2026, CLIENT@BANK.COM ,01712-345678,Rejected,
,beta funds,HSBC, investment ,BDT,$56300,,, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
,john capital,BOFA,loan,GBP,181221,,05/19/2024,client@mail.com,01712345678, PENDING , HIGH RISK 
57131,,WELLS FARGO,Savings,,$319446,7.83,2025.02.02,wrongmail,,approved, HIGH RISK 
,beta funds,CITI,Savings,,497256,7.33,31-03-2026,client@mail.com,,Rejected, good payer 
17554,,BOFA,loan,,,,06-10-2025,wrongmail,01712345678,,
12375,MARY INVEST,,loan,USD,$178309,,2025.02.19, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
59419,  alpha holdings ,HSBC, investment ,BDT,329742,3.86,2024.07.11,client@mail.com,01712345678, PENDING ,
,john capital,CITI,Savings,GBP,416566,,2024.09.20,,01712-345678,approved, follow up 
,  alpha holdings ,CHASE,Savings,BDT,,4.15,, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
,john capital,CHASE,Savings,BDT,$221641,,2025.08.06, CLIENT@BANK.COM ,,Rejected,
,,CITI,Savings,BDT,,3.91,2024.04.21,client@mail.com,01712345678, PENDING , HIGH RISK 
14723,john capital,HSBC,Savings,EUR,37681,11.75,2024.05.20, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
31313,  alpha holdings ,HSBC,CURRENT,GBP,,,,client@mail.com,,Rejected, good payer 
,  alpha holdings ,CHASE,loan,EUR,,9.88,11-06-2024, CLIENT@BANK.COM ,1712345678,approved, good payer 
,,CHASE,CURRENT,GBP,61927,8.94,05/13/2026,,,,
,  alpha holdings ,CHASE,loan,EUR,$184897,,09/28/2025,,01712-345678,approved, good payer 
57062,john capital,CITI,Savings,USD,,,30-09-2024,wrongmail,01712-345678,Rejected, follow up 
,  alpha holdings ,CITI,Savings,EUR,,,06/05/2024, CLIENT@BANK.COM ,,approved, HIGH RISK 
,MARY INVEST,CITI,loan,,$489754,5.47,2025.01.01, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
35352,,HSBC,loan,BDT,$119647,7.16,, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
42493,beta funds,BOFA, investment ,GBP,354616,11.93,18-06-2024,client@mail.com,01712345678,, follow up 
43608,beta funds,BOFA,Savings,EUR,377073,,,client@mail.com,01712-345678, PENDING ,
,  alpha holdings ,BOFA,CURRENT,BDT,,9.32,,,,,
79676,,HSBC, investment ,USD,,,2025.01.09,client@mail.com,01712-345678,Rejected, good payer 
,beta funds,BOFA,Savings,USD,$387243,8.12,09/24/2025,wrongmail,01712-345678,, good payer 
,MARY INVEST,HSBC,Savings,USD,23750,11.71,2025.01.13,client@mail.com,, PENDING , HIGH RISK 
,beta funds,CHASE, investment ,GBP,,,05/13/2024,,1712345678, PENDING , HIGH RISK 
48161,MARY INVEST,HSBC, investment ,USD,$249818,6.25,10/19/2024, CLIENT@BANK.COM ,1712345678,Rejected, good payer 
,,WELLS FARGO,Savings,BDT,,9.64,07/23/2024,client@mail.com,1712345678,Rejected,
20890,beta funds,BOFA, investment ,GBP,,5.45,02/16/2026, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
15001,  alpha holdings ,CITI,Savings,BDT,236611,,, CLIENT@BANK.COM ,1712345678,Rejected,
55200,john capital,BOFA,loan,BDT,,,2025.10.18,wrongmail,01712-345678,Rejected, good payer 
,john capital,,CURRENT,BDT,,1.91,14-10-2025, CLIENT@BANK.COM ,1712345678,Rejected, HIGH RISK 
,MARY INVEST,HSBC,loan,,116348,12.1,14-03-2024,client@mail.com,01712-345678,,
20199,  alpha holdings ,BOFA,Savings,GBP,493601,9.85,21-03-2025,wrongmail,1712345678,, good payer 
14754,  alpha holdings ,,Savings,USD,,4.42,,,,,
,,HSBC,loan,EUR,$391483,4.53,,client@mail.com,01712-345678,Rejected, follow up 
,john capital,WELLS FARGO,CURRENT,,$253745,4.77,01/27/2024, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
68221,  alpha holdings ,,Savings,BDT,,,,client@mail.com,1712345678,approved, HIGH RISK 
47691,  alpha holdings ,CHASE,loan,USD,243990,4.94,,wrongmail,01712345678, PENDING , HIGH RISK 
60370,  alpha holdings ,CHASE,loan,,$354423,,, CLIENT@BANK.COM ,, PENDING , follow up 
59080,  alpha holdings ,BOFA,Savings,GBP,,,07/20/2025, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
97648,,HSBC, investment ,USD,$334498,,23-07-2024,client@mail.com,,, follow up 
90071,beta funds,WELLS FARGO, investment ,GBP,$354154,6.29,,client@mail.com,,, good payer 
51360,,, investment ,BDT,,,28-12-2025, CLIENT@BANK.COM ,,,
,,CITI, investment ,BDT,$405807,9.22,18-06-2025, CLIENT@BANK.COM ,1712345678, PENDING ,
,  alpha holdings ,,loan,EUR,$143089,7.11,08/21/2024,wrongmail,,Rejected,
,beta funds,CHASE,CURRENT,GBP,,10.84,03-06-2026,wrongmail,,approved, HIGH RISK 
65477,,HSBC,Savings,BDT,,,08/31/2025,,01712345678,approved,
,  alpha holdings ,WELLS FARGO, investment ,USD,,4.25,12-08-2025,client@mail.com,01712345678,approved, HIGH RISK 
21158,beta funds,WELLS FARGO,CURRENT,GBP,250752,,2024.09.20,wrongmail,01712345678,Rejected, good payer 
,,CITI,CURRENT,,196913,9.83,12-01-2026,,01712-345678,approved,
38870,john capital,BOFA,loan,BDT,,,01/15/2025,wrongmail,01712345678,approved,
,beta funds,WELLS FARGO,Savings,USD,$72237,,2025.02.11,wrongmail,,, follow up 
26901,,,CURRENT,BDT,,,13-01-2025,,01712-345678,Rejected, HIGH RISK 
85900,beta funds,,Savings,,282736,,,wrongmail,01712-345678,Rejected,
40703,MARY INVEST,WELLS FARGO,loan,EUR,,11.96,11-02-2026,client@mail.com,01712345678, PENDING , follow up 
93799,MARY INVEST,HSBC,loan,BDT,,6.91,,,1712345678,approved, follow up 
,beta funds,BOFA, investment ,,100402,12.39,08-03-2025,,01712-345678,Rejected, good payer 
,,WELLS FARGO, investment ,GBP,$94509,2.36,2026.04.20, CLIENT@BANK.COM ,01712-345678,approved,
,MARY INVEST,,CURRENT,USD,379154,1.62,01/18/2026,client@mail.com,1712345678,Rejected, follow up 
,john capital,BOFA,loan,BDT,$144559,10.54,2024.11.18,,01712-345678, PENDING , follow up 
,  alpha holdings ,BOFA,Savings,EUR,436652,,,,,Rejected, follow up 
96396,MARY INVEST,CITI, investment ,BDT,311060,11.55,2026.02.02,client@mail.com,01712345678,Rejected,
,beta funds,CITI,loan,GBP,325950,,27-02-2025,wrongmail,01712-345678, PENDING ,
,  alpha holdings ,WELLS FARGO,loan,GBP,,9.23,20-07-2025,,01712345678, PENDING ,
89161,john capital,CHASE,CURRENT,BDT,197432,10.51,, CLIENT@BANK.COM ,,, follow up 
,MARY INVEST,BOFA,loan,,,11.94,2024.03.25, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
,,HSBC,loan,GBP,$330826,,,client@mail.com,,approved, good payer 
46604,  alpha holdings ,,CURRENT,EUR,,,12-02-2026,,, PENDING , good payer 
47064,,BOFA,CURRENT,GBP,177587,9.23,, CLIENT@BANK.COM ,01712-345678,Rejected,
89792,john capital,BOFA, investment ,,264878,6.06,04/27/2025,client@mail.com,01712-345678,, good payer 
,john capital,WELLS FARGO, investment ,,$401303,,07/23/2025, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
,john capital,,loan,,378616,,2025.01.24,wrongmail,01712-345678,Rejected,
,,WELLS FARGO,loan,EUR,$69743,2.88,19-05-2025,,01712345678,, HIGH RISK 
61873,beta funds,CITI,Savings,EUR,,,,wrongmail,01712-345678, PENDING , HIGH RISK 
,,HSBC, investment ,BDT,105573,2.03,06/12/2026,,1712345678,Rejected,
,MARY INVEST,BOFA, investment ,EUR,335168,5.72,10/14/2025,client@mail.com,, PENDING , HIGH RISK 
,  alpha holdings ,WELLS FARGO,Savings,,$20752,4.01,12-04-2025,client@mail.com,01712345678, PENDING , HIGH RISK 
,beta funds,, investment ,BDT,,10.37,17-06-2026,client@mail.com,01712-345678,, HIGH RISK 
73781,,WELLS FARGO,CURRENT,USD,$136167,,2025.02.19,wrongmail,1712345678, PENDING , good payer 
,MARY INVEST,BOFA,CURRENT,GBP,369720,,,,01712345678,approved, good payer 
26094,  alpha holdings ,,loan,,119843,1.94,2024.04.07,client@mail.com,01712-345678,Rejected,
,john capital,BOFA,CURRENT,USD,$125376,,, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
97248,beta funds,,loan,,223411,,, CLIENT@BANK.COM ,, PENDING , good payer 
,beta funds,WELLS FARGO,CURRENT,GBP,$16338,3.74,04/12/2024,wrongmail,01712-345678,Rejected, good payer 
69095,,HSBC,Savings,EUR,$363175,8.66,14-01-2026,client@mail.com,01712-345678, PENDING , follow up 
43720,  alpha holdings ,BOFA, investment ,USD,288994,,2026.04.21,,01712-345678,Rejected,
57680,john capital,HSBC,loan,EUR,$381257,11.9,,client@mail.com,01712345678, PENDING , follow up 
,john capital,CHASE,Savings,,$27273,,2025.11.02,client@mail.com,01712-345678, PENDING , follow up 
33626,john capital,CHASE, investment ,GBP,,,2024.09.01, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
,  alpha holdings ,HSBC,Savings,,,,09/12/2025, CLIENT@BANK.COM ,,Rejected, HIGH RISK 
16225,  alpha holdings ,BOFA,loan,BDT,,,,wrongmail,, PENDING , follow up 
,MARY INVEST,CHASE,CURRENT,EUR,,,,wrongmail,01712-345678,approved,
,MARY INVEST,,loan,,$360906,,2024.12.30,,,, follow up 
,MARY INVEST,BOFA,Savings,USD,$437749,,, CLIENT@BANK.COM ,,Rejected,
,  alpha holdings ,HSBC, investment ,EUR,6389,3.43,,wrongmail,1712345678,,
,beta funds,HSBC,Savings,BDT,,8.1,2025.12.18,client@mail.com,,, HIGH RISK 
11816,  alpha holdings ,CHASE,CURRENT,USD,487834,,2024.04.15, CLIENT@BANK.COM ,01712-345678,Rejected,
84155,MARY INVEST,WELLS FARGO,Savings,,$306606,11.24,07/02/2024,client@mail.com,, PENDING , HIGH RISK 
88394,MARY INVEST,BOFA,CURRENT,,$446466,9.5,02/18/2025,,01712345678,Rejected, follow up 
,MARY INVEST,CHASE,loan,GBP,258083,,24-10-2025,wrongmail,,, follow up 
97146,,,Savings,BDT,,3.55,,,,, HIGH RISK 
,  alpha holdings ,BOFA, investment ,GBP,$144980,,,,1712345678,, HIGH RISK 
,MARY INVEST,WELLS FARGO, investment ,EUR,368077,,,,01712345678,approved, good payer 
65984,  alpha holdings ,CITI,Savings,GBP,$82027,2.07,15-06-2025,,1712345678, PENDING , good payer 
,,CITI,Savings,,314195,,08-06-2025,client@mail.com,1712345678,, good payer 
74235,beta funds,WELLS FARGO,Savings,USD,$83086,,08/26/2025, CLIENT@BANK.COM ,1712345678,,
,MARY INVEST,CITI,Savings,BDT,$314148,,,client@mail.com,01712345678, PENDING , follow up 
32730,,, investment ,USD,$496001,,03/04/2026, CLIENT@BANK.COM ,01712345678, PENDING , HIGH RISK 
,  alpha holdings ,CITI, investment ,USD,207614,8.55,08/10/2024,,,,
67553,john capital,CITI,CURRENT,GBP,303981,,,wrongmail,01712345678,approved, good payer 
,,BOFA,CURRENT,BDT,,,13-04-2024,,,Rejected, good payer 
46835,beta funds,BOFA, investment ,BDT,$195604,,02/10/2024,wrongmail,,, good payer 
,  alpha holdings ,CITI, investment ,USD,,6.32,14-09-2024, CLIENT@BANK.COM ,, PENDING , follow up 
,  alpha holdings ,,loan,,$178312,11.25,,wrongmail,01712-345678,Rejected, HIGH RISK 
44202,beta funds,BOFA, investment ,EUR,,11.18,, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
,beta funds,BOFA,CURRENT,BDT,,2.54,04/28/2024, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
16532,beta funds,WELLS FARGO,Savings,,$39281,3.64,2025.03.22, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
94539,  alpha holdings ,HSBC,Savings,EUR,$452320,,10/14/2025,client@mail.com,1712345678, PENDING , HIGH RISK 
,MARY INVEST,CHASE,loan,BDT,$401248,11.4,28-07-2024, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
,MARY INVEST,CITI,CURRENT,,,,2024.12.26,,1712345678,, HIGH RISK 
84093,beta funds,CHASE,CURRENT,USD,$275925,,05/31/2025,,1712345678, PENDING ,
,,BOFA, investment ,EUR,,,19-03-2024,client@mail.com,,Rejected, good payer 
,,CHASE, investment ,,17950,9.47,01/13/2025,wrongmail,1712345678,, good payer 
18793,,CHASE,Savings,,,,, CLIENT@BANK.COM ,01712345678,, follow up 
,john capital,BOFA, investment ,BDT,,,2025.11.04,client@mail.com,1712345678, PENDING ,
66944,,CITI,Savings,USD,,8.69,,wrongmail,01712345678, PENDING , HIGH RISK 
56530,john capital,CITI, investment ,GBP,$247789,1.65,,client@mail.com,1712345678,, good payer 
,beta funds,HSBC,Savings,EUR,$272689,,02/08/2025, CLIENT@BANK.COM ,,, HIGH RISK 
,john capital,WELLS FARGO,Savings,GBP,284946,,,wrongmail,01712345678,approved, HIGH RISK 
18352,john capital,WELLS FARGO, investment ,EUR,,7.43,23-01-2025, CLIENT@BANK.COM ,1712345678,, follow up 
59878,beta funds,HSBC,CURRENT,USD,28694,5.86,04/04/2026,,01712-345678,, good payer 
67564,,,Savings,USD,$178037,10.86,02/20/2025, CLIENT@BANK.COM ,01712-345678, PENDING ,
23364,MARY INVEST,CHASE, investment ,USD,$60971,3.64,04-10-2024,,01712-345678,, good payer 
35283,,WELLS FARGO,CURRENT,,$51764,,25-10-2024,client@mail.com,01712-345678,Rejected,
